flight_id,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump,airlineName,isFreighter,productionLine,ageYears,manufacturer
DAL2031_20190410,acdc3a,N928DN,MD90,KATL,KMKE,KMKE,,,,,,,,,Delta Air Lines,False,McDonnell Douglas MD-90,25.6,McDonnell Douglas
BAW265N_20190411,400d5a,G-DBCG,A319,EGKK,EBBR,LOWS,EBBR,smoke_burn_smell_flames,diverted,unknown,,,,,British Airways,False,Airbus A319,18.8,Airbus
FIN6EN_20190413,461f36,OH-LVI,A319,EFHK,ESSA,EGCC,EFHK,cabin_pressure,diverted,unknown,4c6a625f,cabin_pressure,diverted,unknown,Finnair,False,Airbus A319,24.1,Airbus
AMX026_20190415,0d0a9b,XA-ADH,B789,EHAM,EHAM,MMMX,EHAM,technical,return,hold_to_reduce,4c6d2f8c,instrument,return,unknown,Aeromexico,False,Boeing 787,6.9,Boeing
EXS612_20180925,4067c4,G-GDFL,B733,LEGE,LFRN,EGNX,LFRN,unclear,diverted,unknown,4be27bd9,medical,diverted,unknown,Jet2,False,Boeing 737 Classic,26.9,Boeing
AAL1630_20190415,a00df9,N102UW,A320,KATL,,KDFW,,,,,,,,,American Airlines,False,Airbus A320,26.5,Airbus
FFT1072_20190417,a3965c,N330FR,A20N,KMCO,,KDTW,,,,,,,,,Frontier Airlines,False,Airbus A320,6.6,Airbus
UAL1028_20190418,ac5d61,N896UA,A319,KIAH,MMMX,MMMX,,,,,,,,,United Airlines,False,Airbus A319,17.5,Airbus
TAM3312_20190419,e491b0,PT-XPF,A321,SBGR,SBFZ,SBFZ,,,,,,,,,LATAM Brasil,False,Airbus A321,9.4,Airbus
TAM3167_20190420,e49206,PT-XPJ,A321,SBSG,,SBGR,,,,,,,,,LATAM Brasil,False,Airbus A321,9.1,Airbus
AAL90_20190421,aaf0c6,N804AN,B788,KORD,,EGLL,,,,,,,,,American Airlines,False,Boeing 787,9.6,Boeing
AAL90_20190421,aaf0c6,N804AN,B788,KORD,,EGLL,,,,,,,,,American Airlines,False,Boeing 787,9.6,Boeing
AAL110_20190528,aaf0c6,N804AN,B788,KORD,,KLGA,,,,,,,,,American Airlines,False,Boeing 787,9.6,Boeing
AAL110_20190528,aaf0c6,N804AN,B788,KORD,,KLGA,,,,,,,,,American Airlines,False,Boeing 787,9.6,Boeing
SWA5401_20190421,a196c8,N201LV,B737,KPHX,KSMF,KSMF,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,19.8,Boeing
SWA2593_20190421,ad21bc,N945WN,B737,,KBWI,,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,14.7,Boeing
ENY3351_20190423,a8d2a8,N668HH,E145,KORD,KATW,KATW,,,,,,,,,Envoy Air,False,Embraer ERJ145,20.8,Embraer
OAE351_20190423,a45199,N378AX,B763,,KBFI,,,,,,,,,,Omni Air International,False,Boeing 767,28.6,Boeing
TUI6AG_20190424,3c0ca7,D-ATUO,B738,EDDF,LFPG,GCLP,LFPG,technical,diverted,unknown,4c72676b,smoke_burn_smell_flames,diverted,unknown,TUIfly,False,Boeing 737 NG,9.8,Boeing
EZY95JK_20190424,40690d,G-EZWL,A320,EGGP,EGCC,GCRR,EGCC,hydraulics,diverted,unknown,,,,,easyJet,False,Airbus A320,11.4,Airbus
FDX5190_20190426,ad0799,N939FD,B752,LFPG,EHAM,ESSA,EHAM,unclear,planned,unknown,4c731267,cabin_pressure,diverted,unknown,FedEx - Federal Express,True,Boeing 757,35.2,Boeing
DAL490_20190427,ac8983,N907DL,MD88,KATL,,KRSW,,,,,,,,,Delta Air Lines,False,McDonnell Douglas MD-88,37.7,McDonnell Douglas
RYR95BZ_20190428,4ca376,EI-FIE,B738,LPFR,LFPG,EHEH,LFOB,engine,diverted,unknown,4c747022,engine,diverted,unknown,Ryanair,False,Boeing 737 NG,9.7,Boeing
KZR859_20190428,484355,P4-NAS,A321,UAAA,UAAA,UATE,UAAA,unclear,return,unknown,,,,,Air Astana,False,Airbus A321,25.4,Airbus
TOM5CY_20190428,4067f1,G-TAWN,B738,GCTS,EGNX,EGNX,,fuel_leak,planned,unknown,,,,,TUI Airways,False,Boeing 737 NG,11.7,Boeing
UAL929_20190429,a8a87e,N657UA,B763,EGLL,EGLL,KORD,EGLL,smoke_burn_smell_flames,return,unknown,4cdda378,smoke_burn_smell_flames,return,unknown,United Airlines,False,Boeing 767,31.8,Boeing
CKS405_20190429,aa50a0,N764CK,B763,KCVG,KSFO,,,,,,,,,,Kalitta Air,False,Boeing 767,30.6,Boeing
AWI3786_20190429,a4bf49,N405AW,CRJ2,KORD,,KTVC,,,,,,,,,Air Wisconsin,False,Canadair CRJ 100,24.9,Canadair
UAL895_20190429,aa92fa,N78003,B772,KORD,,VHHH,,,,,,,,,United Airlines,False,Boeing 777,26.1,Boeing
AMX647_20190429,0d0710,XA-AMJ,B738,KLAX,,MMMX,,,,,,,,,Aeromexico,False,Boeing 737 NG,12.2,Boeing
UAL835_20190502,aad3c9,N797UA,B772,KORD,,ZSPD,,,,,,,,,United Airlines,False,Boeing 777,26.8,Boeing
UAL851_20190502,aa92ff,N78008,B772,KORD,,ZBAA,,,,,,,,,United Airlines,False,Boeing 777,25.8,Boeing
MJF319_20190503,44071e,OE-LJG,A319,,EBBR,,,unclear,unclear,unknown,,,,,MJet,False,Airbus A319,14.4,Airbus
JAF5CP_20190503,505cf8,OM-GEX,B738,LFPO,,GMMN,,,,,,,,,Air Explore,False,Boeing 737 NG,25.3,Boeing
SKW3504_20190504,a8fd5a,N679CA,CRJ9,KATL,KGRB,KGRB,,,,,,,,,SkyWest Airlines,False,Canadair CRJ 900,17.2,Canadair
UAL1910_20190505,a8d4ef,N66841,B739,KIAD,KIAD,KLAS,KIAD,cracked_windshield,return,unknown,,,,,United Airlines,False,Boeing 737,9.8,Boeing
SWA1883_20190507,aa7aa6,N7743B,B737,KSEA,KSMF,KSMF,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,16.7,Boeing
DAL2785_20190524,abd2e6,N861DN,B739,KDTW,KLAX,KLAX,,unclear,unclear,unknown,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
NKS317_20190509,a80dac,N618NK,A320,KIND,KSFB,KMCO,KSFB,,,,,,,,Spirit Airlines,False,Airbus A320,11.9,Airbus
JBU120_20190512,a707a3,N552JB,A320,KMCO,KALB,KALB,,,,,,,,,JetBlue Airways,False,Airbus A320,22.0,Airbus
AMX090_20191121,ad7633,N967AM,B788,MMMX,,RKSI,,,,,,,,,Aeromexico,False,Boeing 787,10.7,Boeing
BAW89P_20190514,406f7a,G-ZBKN,B789,KSJC,,EGLL,,,,,,,,,British Airways,False,Boeing 787,8.2,Boeing
EXS57JW_20190517,406c80,G-JZHB,B738,EGCC,LFBD,GCTS,LFBD,unclear,diverted,unknown,,,,,Jet2,False,Boeing 737 NG,24.6,Boeing
QTR835_20190517,06a0f5,A7-ALA,A359,VTBS,OTHH,OTHH,,unclear,planned,unknown,,,,,Qatar Airways,False,Airbus A350,10.1,Airbus
FFT487_20190519,a98b76,N714FR,A321,KRSW,KDEN,KDEN,,,,,,,,,Frontier Airlines,False,Airbus A321,8.2,Airbus
EJU46DH_20190519,4402ae,OE-IVZ,A320,LIRP,LFPO,LFPO,,unclear,planned,unknown,,,,,EasyJet Europe,False,Airbus A320,9.8,Airbus
SVA2126_20190520,4bbc6d,TC-OCM,A332,OEJN,,DABC,,,,,,,,,Onur Air,False,Airbus A330,22.3,Airbus
AAL207_20181206,a47903,N388AA,B763,LIMC,,KMIA,KJFK,technical,diverted,unknown,,,,,American Airlines,True,Boeing 767,29.9,Boeing
SKW3960_20190520,a56643,N447SW,CRJ2,KDTW,,KCHA,,,,,,,,,SkyWest Airlines,False,Canadair CRJ 100,22.2,Canadair
AAL1188_20190520,ad4747,N955AN,B738,MGGT,KDFW,KDFW,,,,,,,,,American Airlines,False,Boeing 737 NG,23.8,Boeing
GLO1746_20190525,e4814b,PR-VBG,B738,SBBR,,SBRF,,,,,,,,,Gol,False,Boeing 737 NG,16.3,Boeing
AIJ2971_20190526,0d09f3,XA-CBA,A320,KLAX,,MMMX,,,,,,,,,Interjet,False,Airbus A320,8.2,Airbus
EZY15UF_20190529,400c4f,G-EZIM,A319,EGPH,LFPG,LFPG,,unclear,unclear,unknown,,,,,easyJet,False,Airbus A319,19.5,Airbus
UAL125_20190531,a9067b,N68061,B764,LGAV,EDDF,KEWR,EDDF,unclear,diverted,unknown,,,,,United Airlines,False,Boeing 767,22.8,Boeing
RAG100_20190531,c00d40,C-FFAL,B732,CYUY,,CTP9,CYUL,,,,,,,,Glencore Canada Corp,False,Boeing 737 Original,45.6,Boeing
SWA4577_20190601,a99b6a,N718SW,B737,KMDW,KBOS,KBOS,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,26.4,Boeing
AFR15SE_20190602,394c13,F-GTAT,A321,LFPG,LFLL,LIRF,LFLL,engine,diverted,unknown,4c8b79e7,engine,diverted,unknown,Air France,False,Airbus A321,16.7,Airbus
AFR72UF_20190602,3950c3,F-GUGD,A318,LFBP,,LFPO,,unclear,planned,unknown,,,,,Air France,False,Airubs A318,21.0,Airbus
SWA4133_20180707,aaa929,N7860A,B737,KMCO,KDAL,KDAL,,,,,,,,,Southwest Airlines,False,Boeing 737,19.5,Boeing
BTI1F5_20190603,502c7b,YL-BAJ,DH8D,EVRA,EVRA,ESSA,EVRA,unclear,unclear,unknown,4c8c1e8b,cabin_pressure,return,unknown,airBaltic,False,Bombardier DHC-8,13.9,Bombardier
IBS36SA_20190604,34368e,EC-LEA,A320,EDDT,LFPG,LFPG,,,,,,,,,Iberia Express,False,Airbus A320,25.2,Airbus
RPA6030_20190604,abf7e2,N870RW,E170,KIND,KIND,KLGA,KIND,unclear,return,unknown,,,,,Envoy Air,False,Embraer ERJ170,18.3,Embraer
BEE1BA_20190620,406f9a,G-PRPE,DH8D,EGAC,EGAC,EGPH,EGAC,unclear,return,unknown,4c97173e,engine,return,unknown,Flybe,False,Bombardier DHC-8,16.4,Bombardier
BEE1BA_20190620,406f9a,G-PRPE,DH8D,EGAC,EGAC,EGPH,EGAC,unclear,return,unknown,4c97173e,engine,return,unknown,Flybe,False,Bombardier DHC-8,16.4,Bombardier
DAL1894_20190607,acc5fb,N922DZ,B739,KSFO,KCVG,KCVG,,unclear,planned,unknown,,,,,Delta Air Lines,False,Boeing 737,5.7,Boeing
AAL2270_20190608,a0e7f4,N158AN,A321,KDFW,KTPA,KTPA,,,,,,,,,American Airlines,False,Airbus A321,8.7,Airbus
BAW9CG_20190609,40040d,G-BNLN,B744,EGLL,,KPHX,,unclear,unclear,unknown,4d6a301b,misc,planned,unknown,British Airways,False,Boeing 747,34.3,Boeing
JIA5654_20190610,a73e6d,N566NN,CRJ9,KCLT,,KMSY,,,,,,,,,PSA Airlines,False,Canadair CRJ 900,9.8,Canadair
CES5595_20190614,78069c,B-6715,A320,ZUUU,,ZGSD,,,,,,,,,China Eastern Airlines,False,Airbus A320,14.1,Airbus
BAW575_20190615,40097f,G-EUUD,A320,LIML,,EGLL,,unclear,planned,unknown,,,,,British Airways,False,Airbus A320,22.7,Airbus
SWA4850_20190616,aab129,N7884G,B737,KDAL,KPHX,KPHX,,,,,,,,,Southwest Airlines,False,Boeing 737,23.4,Boeing
AAL578_20190617,a6fb32,N549UW,A321,KPHX,KSEA,KSEA,,,,,,,,,American Airlines,False,Airbus A321,13.0,Airbus
AAL691_20190617,ad24ab,N946NN,B738,KPHX,KAUS,KAUS,,,,,,,,,American Airlines,False,Boeing 737 NG,10.8,Boeing
DAL2785_20190524,abd2e6,N861DN,B739,KDTW,KLAX,KLAX,,unclear,unclear,unknown,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
ENY3650_20190617,acc954,N923AE,E145,KORD,KATW,KATW,,,,,,,,,Piedmont Airlines,False,Embraer ERJ145,19.6,Embraer
MSR767_20190617,0100e0,SU-GCS,B738,HECA,LEBL,LEBL,,unclear,unclear,unknown,,,,,EgyptAir,False,Boeing 737 NG,16.3,Boeing
ASA736_20190617,a2d1bc,N281AK,B739,KSEA,,KBOS,,,,,,,,,Alaska Airlines,False,Boeing 737,7.1,Boeing
KLM76U_20190618,48436b,PH-BQD,B772,KSFO,,EHAM,,,,,,,,,KLM,False,Boeing 777,20.9,Boeing
AAL755_20190618,a2e0a5,N285AY,A332,LFPG,LFPG,KPHL,LFPG,unclear,return,unknown,,,,,American Airlines,False,Airbus A330,14.7,Airbus
AAL755_20190618,a2e0a5,N285AY,A332,LFPG,LFPG,KPHL,LFPG,unclear,return,unknown,,,,,American Airlines,False,Airbus A330,14.7,Airbus
AAL743_20190702,a2e0a5,N285AY,A332,LEBL,EGLL,KPHL,EGLL,unclear,diverted,unknown,,,,,American Airlines,False,Airbus A330,14.7,Airbus
AAL743_20190702,a2e0a5,N285AY,A332,LEBL,EGLL,KPHL,EGLL,unclear,diverted,unknown,,,,,American Airlines,False,Airbus A330,14.7,Airbus
EZY729X_20190618,406d8e,G-EZOI,A320,EGGW,EGPH,EGPH,,unclear,planned,unknown,,,,,easyJet,False,Airbus A320,9.7,Airbus
ASA589_20190620,a67b81,N517AS,B738,KBUR,KSEA,KSEA,,,,,,,,,Alaska Airlines,False,Boeing 737 NG,15.9,Boeing
TOM3GL_20190620,406471,G-FDZT,B738,EGPH,EGPF,GCRR,EGPF,bird,diverted,unknown,4c97145e,bird,diverted,unknown,TUI Airways,False,Boeing 737 NG,13.9,Boeing
AIC503_20190620,800be5,VT-CID,A20N,VOBL,VOHS,VIDP,VOHS,technical,diverted,unknown,,,,,Air India,False,Airbus A320,7.8,Airbus
DLH595_20190214,3c6573,D-AIKS,A333,DNAA,,EDDF,,unclear,unclear,unknown,,,,,Lufthansa,False,Airbus A330,10.8,Airbus
AAL97_20190613,a482ca,N390AA,B763,LHBP,EDDF,KPHL,EDDF,fuel_leak,diverted,unknown,4c92a6b1,fuel_leak,diverted,unknown,American Airlines,False,Boeing 767,29.8,Boeing
UAL1652_20190623,aaf9ea,N806UA,A319,KEWR,KATL,KATL,,,,,,,,,United Airlines,False,Airbus A319,26.8,Airbus
NKS970_20190624,a6464b,N503NK,A319,KDEN,KFLL,KFLL,,,,,,,,,Spirit Airlines,False,Airbus A319,19.6,Airbus
CAW419_20190624,00c465,ZS-ZWU,B738,FAOR,,FACT,,,,,,,,,Comair,True,Boeing 737 NG,21.6,Boeing
JZR306_20190626,70620c,9K-CAK,A320,LTFJ,LTFJ,OKBK,LTFJ,cabin_pressure,return,unknown,,,,,Jazeera Airways,False,Airbus A320,14.9,Airbus
BAW2276_20190627,405bfc,G-YMMS,B772,KLAS,EGKK,EGKK,,unclear,unclear,unknown,,,,,British Airways,False,Boeing 777,15.6,Boeing
EZY49BT_20190627,400e5a,G-EZAX,A319,LFPG,LFPG,EGPH,LFPG,engine,return,unknown,,,,,easyJet,False,Airbus A319,18.6,Airbus
VIR156G_20190629,406ecc,G-VFAN,B789,KLAS,EGLL,EGLL,,unclear,planned,unknown,,,,,Virgin Atlantic,False,Boeing 787,8.5,Boeing
AFR72PE_20190630,3985a3,F-HBND,A320,LFRB,LFPG,LFPG,,unclear,unclear,unknown,,,,,Air France,False,Airbus A320,13.8,Airbus
BAW20R_20190702,4005e2,G-CIVI,B744,KORD,,EGLL,,unclear,unclear,unknown,,,,,British Airways,False,Boeing 747,28.6,Boeing
TAM3852_20190306,e48053,PR-MHK,A320,SBGL,SBFZ,SBFZ,,,,,,,,,LATAM Brasil,False,Airbus A320,17.8,Airbus
BAW119_20190703,405bfe,G-YMMU,B772,EGLL,EGLL,VOBL,EGLL,technical,return,fueldump,4c9f1208,smoke_burn_smell_flames,return,fueldump,British Airways,False,Boeing 777,15.4,Boeing
FFT1835_20190703,a3904c,N329FR,A20N,KDTW,KAUS,KAUS,,,,,,,,,Frontier Airlines,False,Airbus A320,6.6,Airbus
TOM517_20190705,406cdd,G-POWM,A320,GMMX,LFBD,EGKK,LFBD,unclear,diverted,unknown,4ca10ad5,engine,diverted,unknown,TUI Airways,False,Airbus A320,19.2,Airbus
BEL3RW_20190706,44ce73,OO-SSS,A319,EBBR,,LFBO,,unclear,unclear,unknown,,,,,Brussels Airlines,False,Airbus A319,21.3,Airbus
JIA5116_20190708,a653f6,N507AE,CRJ7,KSTL,KDCA,KDCA,,,,,,,,,PSA Airlines,False,Canadair CRJ 700,22.1,Canadair
AAL1895_20190708,a771af,N579UW,A321,KLAS,KCLT,KCLT,,,,,,,,,American Airlines,False,Airbus A321,10.5,Airbus
QTR6UG_20190710,06a0b5,A7-BCQ,B788,OPLA,OTHH,OTHH,,unclear,planned,unknown,,,,,Qatar Airways,False,Boeing 787,10.1,Boeing
DAL906_20190710,a8df4b,N6709,B752,MGGT,KATL,KATL,,,,,,,,,Delta Air Lines,False,Boeing 757,24.3,Boeing
DAL906_20190710,a8df4b,N6709,B752,MGGT,KATL,KATL,,,,,,,,,Delta Air Lines,False,Boeing 757,24.3,Boeing
DAL573_20190825,a8df4b,N6709,B752,KLAX,,MMMX,,,,,,,,,Delta Air Lines,False,Boeing 757,24.3,Boeing
DAL573_20190825,a8df4b,N6709,B752,KLAX,,MMMX,,,,,,,,,Delta Air Lines,False,Boeing 757,24.3,Boeing
FDX5279_20190712,a86d2b,N642FE,MD11,VIDP,VABB,OMDB,VABB,unclear,unclear,unknown,,,,,FedEx - Federal Express,True,McDonnell Douglas MD-11,32.4,McDonnell Douglas
ARG1403_20190713,e06542,LV-FUB,B738,SAME,SAEZ,SABE,SAEZ,,,,,,,,Aerolineas Argentinas,False,Boeing 737 NG,10.3,Boeing
AUA463_20190714,440828,OE-LWL,E195,LOWW,EGCC,EGCC,,unclear,planned,unknown,4ca5e1cd,cabin_pressure,planned,unknown,Austrian,False,Embraer ERJ190,12.6,Embraer
BAW17TH_20190714,4008e6,G-MIDS,A320,LICC,EGKK,EGKK,,smoke_burn_smell_flames,planned,unknown,,,,,British Airways,False,Airbus A320,23.8,Airbus
BAW17TH_20190714,4008e6,G-MIDS,A320,LICC,EGKK,EGKK,,smoke_burn_smell_flames,planned,unknown,,,,,British Airways,False,Airbus A320,23.8,Airbus
SHT17T_20200112,4008e6,G-MIDS,A320,EGPH,EGPH,EGKK,EGPH,technical,return,fueldump,,,,,British Airways,False,Airbus A320,23.8,Airbus
SHT17T_20200112,4008e6,G-MIDS,A320,EGPH,EGPH,EGKK,EGPH,technical,return,fueldump,,,,,British Airways,False,Airbus A320,23.8,Airbus
AFR55MZ_20190714,4ca612,EI-RJF,RJ85,LFPG,,EGNT,,unclear,unclear,unknown,,,,,Cityjet,False,BAe Avro RJ,26.1,BAE
THY4SN_20190715,4bcc53,TC-SBS,B738,LTBR,LTAC,LTCG,LTAC,unclear,diverted,unknown,,,,,AnadoluJet,True,Boeing 737 NG,25.5,Boeing
SWA1165_20190715,a97db2,N710SW,B737,KPHX,KAUS,KAUS,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,26.7,Boeing
AVA218_20190720,a9aec5,N723AV,A319,SAEZ,,SKBO,,,,,,,,,Avianca,False,Airbus A319,10.4,Airbus
NCR320_20190720,a7411e,N567CA,B752,MGMM,KBOS,KBOS,,,,,,,,,National Airlines,False,Boeing 757,33.4,Boeing
GLO9186_20190722,e49266,PR-GYD,B738,SBFZ,,SBSP,,,,,,,,,Gol,False,Boeing 737 NG,8.8,Boeing
AFL2175_20190723,42434f,VP-BFF,A321,ENGM,ENGM,UUEE,ENGM,unclear,return,unknown,4cab5bda,cabin_pressure,return,hold_to_reduce,Aeroflot,False,Airbus A321,7.6,Airbus
SWR348_20190725,4b1804,HB-JCM,BCS3,LSGG,,EGLL,LFPG,engine,diverted,unknown,4cac778d,engine,diverted,unknown,Delta Air Lines,False,Airbus A220,6.6,Airbus
ETH8801_20190727,04000b,ET-ALH,B763,VNKT,VIDP,VIDP,,unclear,planned,unknown,,,,,Ethiopian Airlines,True,Boeing 767,24.3,Boeing
VJC492_20190730,8880cd,VN-A690,A320,VVBM,VVVH,VVNB,VVVH,,,,,,,,VietJetAir,False,Airbus A320,14.2,Airbus
EZY51MJ_20190805,4073a1,G-UZHD,A20N,EGKK,LFBD,LXGB,LFBD,unclear,diverted,unknown,,,,,easyJet,False,Airbus A320,7.1,Airbus
SWA4321_20190806,a1dcf2,N219WN,B737,KMDW,,KATL,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,19.4,Boeing
RYR77FJ_20190807,4ca564,EI-DPY,B738,EGCC,,LEBL,LFBO,technical,diverted,hold_to_reduce,,,,,Ryanair,False,Boeing 737 NG,17.2,Boeing
ROU1685_20190808,c0482a,C-GBIN,A319,CYUL,CYYJ,CYYJ,,,,,,,,,Air Canada Rouge,False,Airbus A319,26.5,Airbus
ROU1685_20190808,c0482a,C-GBIN,A319,CYUL,CYYJ,CYYJ,,,,,,,,,Air Canada Rouge,False,Airbus A319,26.5,Airbus
ROU1522_20190909,c0482a,C-GBIN,A319,CYUL,CYUL,CYYT,CYUL,cabin_pressure,return,unknown,,,,,Air Canada Rouge,False,Airbus A319,26.5,Airbus
ROU1522_20190909,c0482a,C-GBIN,A319,CYUL,CYUL,CYYT,CYUL,cabin_pressure,return,unknown,,,,,Air Canada Rouge,False,Airbus A319,26.5,Airbus
FDX1429_20190808,a7acc5,N594FE,MD11,KMEM,KSMF,KSMF,,,,,,,,,FedEx - Federal Express,True,McDonnell Douglas MD-11,31.8,McDonnell Douglas
ROU1901_20190809,c020e4,C-FMLV,B763,LGAV,EIDW,CYYZ,EIDW,hydraulics,diverted,unknown,4cb86c3a,hydraulics,diverted,unknown,Air Canada Rouge,False,Boeing 767,28.4,Boeing
SVR2803_20190809,424435,VQ-BCE,A321,UUDD,,UCFM,,,,,,,,,Ural Airlines,False,Airbus A321,19.1,Airbus
EZY79MB_20190810,406a91,G-EZWP,A320,LIBR,LFPG,EGKK,LFPG,unclear,diverted,unknown,,,,,easyJet,False,Airbus A320,10.9,Airbus
TUI93E_20190813,3c4961,D-ABKA,B738,EDDL,,LEIB,LFML,unclear,diverted,unknown,,,,,TUIfly,False,Boeing 737,25.7,Boeing
RAM718D_20190813,020027,CN-RNR,B737,GMMN,LFLL,LFLL,,unclear,unclear,unknown,,,,,Royal Air Maroc,False,Boeing 737 NG,24.7,Boeing
AFR11DN_20190816,394c19,F-GTAZ,A321,LFPG,,LEMD,LFBD,technical,return,unknown,4cba3de2,cabin_pressure,diverted,unknown,Air France,False,Airbus A321,13.1,Airbus
AFR702_20190816,3949e0,F-GSPA,B772,LFPG,LFPG,DIAP,LFPG,unclear,return,unknown,,,,,Air France,False,Boeing 777,26.7,Boeing
UAL1475_20190817,ac0b61,N87507,B738,KORD,KMSN,PANC,KMSN,engine,diverted,unknown,,,,,United Airlines,False,Boeing 737 NG,16.9,Boeing
JBU623_20190817,ad9e73,N977JE,A321,KJFK,KCLE,KLAX,KCLE,smoke_burn_smell_flames,diverted,hold_to_reduce,4cbb8147,smoke_burn_smell_flames,diverted,hold_to_reduce,JetBlue Airways,False,Airbus A321,5.9,Airbus
VIR106F_20190819,406d4c,G-VCRU,B789,KSEA,,EGLL,,,,,,,,,Virgin Atlantic,False,Boeing 787,9.2,Boeing
AFR1145_20190820,3944e1,F-GRHB,A319,UUEE,ELLX,LFPG,ELLX,unclear,diverted,unknown,4cbcbfb7,brakes,diverted,unknown,Air France,False,Airbus A319,25.7,Airbus
DAL173_20190820,ab20e7,N816NW,A333,LIMC,LFPG,KJFK,LFPG,unclear,diverted,fueldump,,,,,Delta Air Lines,False,Airbus A330,17.7,Airbus
DAL773_20190820,a3f120,N353NB,A319,KBOI,,KSLC,,,,,,,,,Delta Air Lines,False,Airbus A319,22.2,Airbus
AAL542_20190822,a8ce4f,N667AW,A320,KPHX,KSMF,KSMF,,,,,,,,,American Airlines,False,Airbus A320,22.8,Airbus
UAL1413_20190823,a533bd,N434UA,A320,KSEA,,KDEN,,,,,,,,,United Airlines,False,Airbus A320,28.6,Airbus
ASH5875_20190824,ac8d6a,N908FJ,CRJ9,KMLI,KMCI,KDFW,KMCI,unclear,diverted,unknown,,,,,Mesa Airlines,False,Canadair CRJ 900,21.1,Canadair
DAL2454_20190824,a8e2d6,N67171,B752,KSNA,KATL,KATL,,,,,,,,,Delta Air Lines,False,Boeing 757,23.6,Boeing
HAL481_20190825,a455ea,N379HA,A332,PHNL,NTAA,NTAA,,,,,,,,,Hawaiian Airlines,False,Airbus A330,9.2,Airbus
AAL199_20190825,aa28f2,N754AN,B772,LIMC,EGLL,KJFK,EGLL,unclear,diverted,unknown,,,,,American Airlines,False,Boeing 777,23.5,Boeing
BAW89P_20190826,406d79,G-ZBKC,B789,KSJC,EGLL,EGLL,,unclear,unclear,unknown,,,,,British Airways,False,Boeing 787,9.1,Boeing
AAL2318_20190826,ac81d2,N905AU,A321,KDFW,KLAX,KLAX,,,,,,,,,American Airlines,False,Airbus A321,7.4,Airbus
DAL2590_20190828,ab43c6,N825DN,B739,KATL,KDEN,KDEN,,,,,,,,,Delta Air Lines,False,Boeing 737 NG,10.3,Boeing
BCS63A_20190829,3c5434,D-AEAT,A306,LEMD,LEMD,EHAM,LEMD,unclear,return,unknown,,,,,EAT Leipzig,True,Airbus A300,30.4,Airbus
TAR635_20190831,02a1cd,TS-ION,B736,LFPO,,DTTJ,LFML,unclear,diverted,unknown,,,,,Tunisair,False,Boeing 737,24.7,Boeing
ASA1384_20190831,a855e2,N636VA,A320,KPSP,KSEA,KSEA,,,,,,,,,Alaska Airlines,False,Airbus A320,16.7,Airbus
ICE10M_20190902,4cc27a,TF-ISV,B752,BIKF,BIKF,LSZH,BIKF,unclear,return,unknown,,,,,Icelandair,False,Boeing 757,25.6,Boeing
DLH469_20190724,3c6571,D-AIKQ,A333,KAUS,,EDDF,,,,,,,,,Lufthansa,False,Airbus A330,12.6,Airbus
UAL1827_20190903,a0acdd,N14228,B738,KEWR,KSAN,KSAN,,,,,,,,,United Airlines,False,Boeing 737 NG,25.5,Boeing
EZY64NL_20190904,400c4a,G-EZIH,A319,EGKK,LFLL,LIEO,LFLL,cracked_windshield,diverted,unknown,,,,,easyJet,False,Airbus A319,19.6,Airbus
NAX10B_20190905,479089,LN-LNI,B789,KLAX,EIDW,LEBL,EIDW,engine,diverted,unknown,4cc72ac7,engine,diverted,unknown,Norwegian Long Haul,False,Boeing 787,8.8,Boeing
CSZ9073_20190906,780d00,B-1713,B738,ZGSZ,RCTP,RCTP,,,,,,,,,Shenzhen Airlines,False,Boeing 737 NG,10.0,Boeing
RPA5939_20190906,ac0307,N873RW,E170,KJFK,KCMH,KCMH,,,,,,,,,Envoy Air,False,Embraer ERJ170,18.2,Embraer
BEE1AJ_20190906,401152,G-JECX,DH8D,EGAC,EGBB,EGBB,,unclear,planned,unknown,,,,,Flybe,False,Bombardier DHC-8,17.6,Bombardier
RYR160H_20190907,4ca242,EI-DCL,B738,,LFBD,,,unclear,unclear,unknown,,,,,Ryanair,False,Boeing 737 NG,20.2,Boeing
MSR845_20190908,0100df,SU-GCR,B738,HECA,,DAAG,,,,,,,,,EgyptAir,False,Boeing 737 NG,15.7,Boeing
AHK681_20190909,780a86,B-LDM,A306,RCTP,RCTP,VHHH,RCTP,unclear,return,unknown,,,,,Air Hong Kong,True,Airbus A300,31.8,Airbus
EDV5460_20190910,a7dadc,N605LR,CRJ9,KATL,KTLH,KTLH,,,,,,,,,Endeavor Air,False,Canadair CRJ 900,16.8,Canadair
ASA445_20190911,a35975,N315AS,B739,KLAX,KSEA,KSEA,,,,,,,,,Alaska Airlines,False,Boeing 737 NG,22.2,Boeing
