flight_id,callsign,number,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump,id,active,serial,hexIcao,airlineName,iataCodeShort,icaoCode,model,modelCode,numSeats,rolloutDate,firstFlightDate,deliveryDate,registrationDate,typeName,numEngines,engineType,isFreighter,productionLine,ageYears,verified,numRegistrations,registrations
SWA4133_20180707,SWA4133,WN4133,aaa929,N7860A,B737,KMCO,KDAL,KDAL,,,,,,,,,9363,True,29362,AAA929,Southwest Airlines,737,,B737,B737-79P,143.0,2005-05-09,2005-05-09,2005-05-24,2018-05-08,Boeing 737,2.0,Jet,False,Boeing 737,19.5,True,2,"[{'reg': 'N7860A', 'active': True, 'hexIcao': 'AAA929', 'airlineName': 'Southwest Airlines', 'registrationDate': '2018-05-08'}, {'reg': 'B-5096', 'active': False, 'airlineName': 'China Eastern Airlines', 'registrationDate': '2005-05-24'}]"
ASH5740_20180707,ASH5740,YV5740,a390e3,N329MS,CRJ9,KDFW,,KAMA,,,,,,,,,2598,True,15126,A390E3,Mesa Airlines,CR9,CRJ9,CRJ9,CRJ-900,,,,2007-07-29,2013-03-14,Canadair CRJ 900,2.0,Jet,True,Canadair CRJ 900,17.3,True,2,"[{'reg': 'N329MS', 'active': True, 'hexIcao': 'A390E3', 'airlineName': 'Mesa Airlines', 'registrationDate': '2013-03-14'}, {'reg': 'A6-HLS', 'active': False, 'airlineName': 'Heavylift Cargo', 'registrationDate': '2007-07-30'}]"
ICE784_20180708,ICE784,FI784,4cc29f,TF-FIH,B752,BIKF,EGPF,EBLG,EGPF,unclear,diverted,unknown,,,,,6262,True,24739,4CC29F,Icelandair,752,B752,B752,B757-208PCF,,1990-03-20,1990-03-20,1990-04-04,1990-04-04,Boeing 757-200,2.0,Jet,True,Boeing 757,34.7,True,1,"[{'reg': 'TF-FIH', 'active': True, 'hexIcao': '4CC29F', 'airlineName': 'Icelandair', 'registrationDate': '1990-04-04'}]"
LCO1102_20180711,LCO1102,UC1102,a4f2d3,N418LA,B763,KMIA,KMIA,SAEZ,KMIA,unclear,return,unknown,,,,,12968,True,34246,A4F2D3,LATAM,763,B763,767,B767-316F,,2005-10-30,2005-10-30,2005-11-08,2016-05-05,Boeing 767-300,2.0,Jet,True,Boeing 767,19.1,True,3,"[{'reg': 'N418LA', 'active': True, 'hexIcao': 'A4F2D3', 'airlineName': 'LATAM', 'registrationDate': '2016-05-05'}, {'reg': 'N418LA', 'active': False, 'airlineName': 'Lanco', 'registrationDate': '2009-05-01'}, {'reg': 'N418LA', 'active': False, 'hexIcao': 'A4F2D3', 'airlineName': 'LAN Airlines', 'registrationDate': '2005-11-08'}]"
UPS59_20180711,UPS59,5X59,a7e310,N607UP,B748,VHHH,PANC,PANC,,,,,,,,,24614,True,64265,A7E310,UPS,747,B747,747,B747-8F,,2017-10-06,2017-10-06,2017-10-19,2017-10-19,Boeing 747,4.0,Jet,True,Boeing 747,7.1,True,1,"[{'reg': 'N607UP', 'active': True, 'hexIcao': 'A7E310', 'airlineName': 'UPS', 'registrationDate': '2017-10-19'}]"
UAL368_20180712,UAL368,UA368,aa2ba2,N75426,B739,KSFO,KPHX,KPHX,,unclear,unclear,unknown,,,,,11143,True,31622,AA2BA2,United Airlines,739,B739,B739,B737-924ER,,2008-07-15,2008-07-15,2008-07-25,2011-11-30,Boeing 737-900,2.0,Jet,False,Boeing 737 NG,16.4,True,2,"[{'reg': 'N75426', 'active': True, 'hexIcao': 'AA2BA2', 'airlineName': 'United Airlines', 'registrationDate': '2011-11-30'}, {'reg': 'N75426', 'active': False, 'hexIcao': 'AA2BA2', 'airlineName': 'Continental Airlines', 'registrationDate': '2008-07-25'}]"
UZB765_20180714,UZB765,HY765,507c41,UK32018,A320,UTTT,UTTT,UAAA,UTTT,unclear,return,unknown,,,,,20161,True,4724,507C41,Uzbekistan Airways,320,A320,A320,320-214,150.0,2011-05-16,2011-05-16,2011-05-27,2011-05-27,Airbus A320,2.0,Jet,False,Airbus A320,13.5,True,1,"[{'reg': 'UK32018', 'active': True, 'hexIcao': '507C41', 'airlineName': 'Uzbekistan Airways', 'registrationDate': '2011-05-27'}]"
EZY43YH_20180714,EZY43YH,,405b77,G-ECOD,DH8D,,EGCC,,,,,,,,,,18425,False,4206,405B77,Flybe,DH4,DH8D,DH8D,DHC-8 402,,,,2008-07-16,2008-07-17,De Havilland Canada DHC-8-400 Dash 8Q,2.0,Turboprop,False,Bombardier DHC-8,16.3,True,2,"[{'reg': 'C-FFZY', 'active': True, 'hexIcao': 'C00FD7', 'airlineName': 'Conair Aviation', 'registrationDate': '2022-03-01'}, {'reg': 'G-ECOD', 'active': False, 'hexIcao': '405B77', 'airlineName': 'Flybe', 'registrationDate': '2008-07-17'}]"
DAH1025_20180715,DAH1025,AH1025,0a0025,7T-VJR,B736,LFML,LFML,DAAG,LFML,unclear,return,unknown,,,,,10482,True,30545,0A0025,Air Algerie,736,B736,B736,B737-6D6,101.0,2002-04-26,2002-04-26,2002-05-22,2002-05-22,Boeing 737-600,2.0,Jet,False,Boeing 737 NG,22.6,True,1,"[{'reg': '7T-VJR', 'active': True, 'hexIcao': '0A0025', 'airlineName': 'Air Algerie', 'registrationDate': '2002-05-22'}]"
BPA2221_20180717,BPA2221,BV2221,4d2124,9H-GTC,B734,LATI,LIPY,LIMC,LIPY,cracked_windshield,diverted,unknown,4bb59538,cracked_windshield,diverted,unknown,7522,True,27001,4D2124,Air Horizont,734,B734,B734,737-430,162.0,1992-06-16,1992-06-16,1992-07-09,2019-09-30,Boeing 737-400,2.0,Jet,False,Boeing 737 Classic,32.4,True,13,"[{'reg': '9H-GTC', 'active': True, 'hexIcao': '4D2124', 'airlineName': 'Air Horizont', 'registrationDate': '2019-09-30'}, {'reg': '9H-GTC', 'active': False, 'airlineName': 'Blue Panorama Airlines', 'registrationDate': '2017-03-04'}, {'reg': '9H-GTC', 'active': False, 'airlineName': 'Air Horizont', 'registrationDate': '2016-05-11'}, {'reg': 'OM-GTC', 'active': False, 'airlineName': 'Go2Sky', 'registrationDate': '2015-08-16'}, {'reg': 'OM-GTC', 'active': False, 'airlineName': 'Norwegian Air Shuttle', 'registrationDate': '2015-07-01'}, {'reg': 'OM-GTC', 'active': False, 'airlineName': 'Aegean Airlines', 'registrationDate': '2015-06-27'}, {'reg': 'OM-GTC', 'active': False, 'airlineName': 'TACV Cabo Verde Airlines', 'registrationDate': '2015-01-25'}, {'reg': 'OM-GTC', 'active': False, 'airlineName': 'Go2Sky', 'registrationDate': '2014-12-01'}, {'reg': 'OM-GTC', 'active': False, 'airlineName': 'Hamburg Airways', 'registrationDate': '2014-06-07'}, {'reg': 'OM-GTC', 'active': False, 'hexIcao': '505C74', 'airlineName': 'Go2Sky', 'registrationDate': '2014-05-29'}, {'reg': '9M-FZA', 'active': False, 'airlineName': 'Firefly', 'registrationDate': '2011-03-08'}, {'reg': 'EI-COH', 'active': False, 'airlineName': 'Air One', 'registrationDate': '1997-06-01'}, {'reg': 'D-ABKB', 'active': False, 'airlineName': 'Lufthansa', 'registrationDate': '1992-07-09'}]"
AZA875_20180719,AZA875,AZ875,4ca82e,EI-DTN,A320,GMMN,,LIRF,LIEE,unclear,diverted,unknown,4bb636ac,fuel_leak,diverted,unknown,18045,True,4143,4CA82E,ITA Airways,320,A320,A320,320-216,171.0,2009-12-01,2009-12-01,2010-03-25,2021-10-15,Airbus A320,2.0,Jet,False,Airbus A320,15.0,True,2,"[{'reg': 'EI-DTN', 'active': True, 'hexIcao': '4CA82E', 'airlineName': 'ITA Airways', 'registrationDate': '2021-10-15'}, {'reg': 'EI-DTN', 'active': False, 'hexIcao': '4CA82E', 'airlineName': 'Alitalia', 'registrationDate': '2010-03-25'}]"
BAW2605_20180719,BAW2605,BA2605,406b83,G-GATR,A320,LIRN,EGKK,EGKK,,hydraulics,planned,unknown,4bb62e20,hydraulics,planned,unknown,3594,True,1771,406B83,BA Cityflyer,320,A320,A320,320-232,177.0,2002-03-27,2002-03-27,2002-05-29,2023-01-24,Airbus A320,2.0,Jet,False,Airbus A320,22.7,True,3,"[{'reg': 'G-GATR', 'active': True, 'hexIcao': '406B83', 'airlineName': 'BA Cityflyer', 'registrationDate': '2023-01-24'}, {'reg': 'G-GATR', 'active': False, 'hexIcao': '406B83', 'airlineName': 'British Airways', 'registrationDate': '2015-12-04'}, {'reg': 'PR-MAD', 'active': False, 'airlineName': 'TAM', 'registrationDate': '2002-05-29'}]"
VIV1145_20180720,VIV1145,VB1145,4ca922,EI-ERH,A320,MMUN,,MMMY,,,,,,,,,105664,False,2157,,VivaAerobus,320,A320,A320,320-232,180.0,2004-01-15,2004-01-15,2004-03-25,2014-02-13,Airbus A320,2.0,Jet,False,Airbus A320,20.9,True,16,"[{'reg': 'LY-FJI', 'active': True, 'hexIcao': '503E36', 'airlineName': 'Royal Air Maroc', 'registrationDate': '2024-06-20'}, {'reg': 'LY-FJI', 'active': False, 'hexIcao': '503E36', 'airlineName': 'Heston Airlines', 'registrationDate': '2023-10-31'}, {'reg': 'LY-FJI', 'active': False, 'hexIcao': '503E36', 'airlineName': 'Air G', 'registrationDate': '2023-03-29'}, {'reg': 'LY-FJI', 'active': False, 'hexIcao': '503E36', 'airlineName': 'Heston Airlines', 'registrationDate': '2023-03-23'}, {'reg': 'LY-FJI', 'active': False, 'hexIcao': '503E36', 'airlineName': 'Sky Kg', 'registrationDate': '2022-11-23'}, {'reg': 'LY-FJI', 'active': False, 'airlineName': 'Heston Airlines', 'registrationDate': '2022-11-12'}, {'reg': 'LY-FJI', 'active': False, 'airlineName': 'Norwegian Air Sweden', 'registrationDate': '2022-07-17'}, {'reg': 'LY-FJI', 'active': False, 'hexIcao': '503E36', 'airlineName': 'Heston Airlines', 'registrationDate': '2021-10-23'}, {'reg': 'LY-FJI', 'active': False, 'airlineName': 'Aero Contractors', 'registrationDate': '2021-09-30'}, {'reg': 'LY-FJI', 'active': False, 'hexIcao': '503E36', 'airlineName': 'Heston Airlines', 'registrationDate': '2021-06-28'}, {'reg': 'ES-LAA', 'active': False, 'airlineName': 'Airest', 'registrationDate': '2020-03-10'}, {'reg': 'EI-ERH', 'active': False, 'airlineName': 'VivaAerobus', 'registrationDate': '2014-02-13'}, {'reg': 'EI-ERH', 'active': False, 'airlineName': 'New Livingston', 'registrationDate': '2012-03-29'}, {'reg': 'EI-ERH', 'active': False, 'airlineName': 'Avianova', 'registrationDate': '2011-04-27'}, {'reg': 'G-TTOJ', 'active': False, 'airlineName': 'easyJet', 'registrationDate': '2008-03-30'}, {'reg': 'G-TTOJ', 'active': False, 'airlineName': 'GB Airways', 'registrationDate': '2004-03-25'}]"
DAL84_20180720,DAL84,DL84,ab9387,N845MH,B764,KATL,LFPG,LFPG,,unclear,unclear,unknown,,,,,9725,True,29719,AB9387,Delta Air Lines,764,B764,B764,B767-432ER,246.0,2002-04-04,2002-04-04,2002-04-15,2002-04-15,Boeing 767-400,2.0,Jet,False,Boeing 767,22.6,True,1,"[{'reg': 'N845MH', 'active': True, 'hexIcao': 'AB9387', 'airlineName': 'Delta Air Lines', 'registrationDate': '2002-04-15'}]"
ACA548_20180720,ACA548,AC548,c0293e,C-FPQB,B789,CYVR,,KEWR,,unclear,unclear,unknown,,,,,13778,True,35270,C0293E,Air Canada,789,B789,B789,B787-9,298.0,2016-04-27,2016-04-27,2016-05-24,2016-05-24,Boeing 787-9,2.0,Jet,False,Boeing 787,8.6,True,1,"[{'reg': 'C-FPQB', 'active': True, 'hexIcao': 'C0293E', 'airlineName': 'Air Canada', 'registrationDate': '2016-05-24'}]"
TCX79AT_20180725,TCX79AT,MT1591,406b40,G-ZBAM,A321,LEIB,EGPF,EGPF,,tyre,planned,unknown,4bb9b07c,tyre,planned,unknown,23531,False,6059,,Monarch Airlines,32B,A321,A321,321-231,220.0,2014-03-25,2014-03-25,2014-04-10,2014-04-10,Airbus A321 (Sharklets),2.0,Jet,False,Airbus A321,10.7,True,4,"[{'reg': 'XA-VBI', 'active': True, 'hexIcao': '0D0D2B', 'airlineName': 'VivaAerobus', 'registrationDate': '2021-04-08'}, {'reg': 'N930JL', 'active': False, 'airlineName': 'JetBlue Airways', 'registrationDate': '2020-03-09'}, {'reg': 'G-TCVC', 'active': False, 'airlineName': 'Thomas Cook Airlines', 'registrationDate': '2018-03-13'}, {'reg': 'G-ZBAM', 'active': False, 'airlineName': 'Monarch Airlines', 'registrationDate': '2014-04-10'}]"
CCA876_20180726,CCA876,CA876,7811a3,B-1467,B789,LFPG,LFPG,ZBAA,LFPG,bomb_threat,diverted,fueldump,,,,,13031,True,34315,7811A3,Air China,789,B789,B789,B787-9,293.0,2017-09-08,2017-09-08,2017-09-20,2017-09-20,Boeing 787-9,2.0,Jet,False,Boeing 787,7.2,True,1,"[{'reg': 'B-1467', 'active': True, 'hexIcao': '7811A3', 'airlineName': 'Air China', 'registrationDate': '2017-09-20'}]"
VOE24VW_20180726,VOE24VW,V72447,3455d8,EC-MTD,A319,LIRN,LFLL,LFBD,LFLL,unclear,diverted,unknown,,,,,5599,True,2318,3455D8,Volotea,319,A319,A319,319-111,156.0,2004-10-11,2004-10-11,2004-10-22,2017-11-23,Airbus A319,2.0,Jet,False,Airbus A319,20.1,True,3,"[{'reg': 'EC-MTD', 'active': True, 'hexIcao': '3455D8', 'airlineName': 'Volotea', 'registrationDate': '2017-11-23'}, {'reg': 'EI-GAU', 'active': False, 'airlineName': 'Volotea', 'registrationDate': '2017-07-07'}, {'reg': 'N935FR', 'active': False, 'hexIcao': 'ACF8C9', 'airlineName': 'Frontier Airlines', 'registrationDate': '2004-10-23'}]"
CFG8CM_20180726,CFG8CM,DE1441,3c49ea,D-ABOJ,B753,GCFV,LFPG,EDDH,LFPG,medical,diverted,unknown,,,,,9089,True,29019,3C49EA,Condor,757,B757,B753,757-330,275.0,2000-02-11,2000-02-11,2000-03-13,2004-05-28,Boeing 757,2.0,Jet,False,Boeing 757,24.8,True,3,"[{'reg': 'D-ABOJ', 'active': True, 'hexIcao': '3C49EA', 'airlineName': 'Condor', 'registrationDate': '2004-05-28'}, {'reg': 'D-ABOJ', 'active': False, 'airlineName': 'Thomas Cook Belgium', 'registrationDate': '2003-03-01'}, {'reg': 'D-ABOJ', 'active': False, 'hexIcao': '3C49EA', 'airlineName': 'Condor', 'registrationDate': '2000-03-13'}]"
LAN471_20180726,LAN471,LA471,e80416,CC-BAF,A320,SAAR,,SCEL,,,,,,,,,19802,True,4516,E80416,LATAM Chile,320,A320,A320,320-233,180.0,2010-11-23,2010-11-23,2010-11-30,2016-05-05,Airbus A320,2.0,Jet,False,Airbus A320,14.0,True,2,"[{'reg': 'CC-BAF', 'active': True, 'hexIcao': 'E80416', 'airlineName': 'LATAM Chile', 'registrationDate': '2016-05-05'}, {'reg': 'CC-BAF', 'active': False, 'hexIcao': 'E80416', 'airlineName': 'LAN Airlines', 'registrationDate': '2010-11-30'}]"
AFL2200_20180729,AFL2200,SU2200,424599,VQ-BSL,A320,UUEE,ULLI,EFHK,ULLI,medical,diverted,unknown,,,,,23535,False,6060,424599,Aeroflot,32A,A320,A320,320-214,158.0,2014-03-20,2014-03-20,2014-04-18,2014-04-18,Airbus A320 (Sharklets),2.0,Jet,False,Airbus A320,10.7,True,2,"[{'reg': 'RA-73761', 'active': True, 'hexIcao': '152021', 'airlineName': 'Aeroflot', 'registrationDate': '2022-04-19'}, {'reg': 'VQ-BSL', 'active': False, 'hexIcao': '424599', 'airlineName': 'Aeroflot', 'registrationDate': '2014-04-18'}]"
FDB836_20180730,FDB836,FZ836,8962b8,A6-FDM,B738,OEJN,,OMDB,,,,,,,,,17151,False,40240,8962B8,flydubai,738,B738,B738,B737-8KN,174.0,2010-11-22,2010-11-22,2010-12-07,2010-12-16,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,14.0,True,3,"[{'reg': 'LN-NIM', 'active': True, 'hexIcao': '4792A6', 'airlineName': 'Norwegian Air Shuttle', 'registrationDate': '2022-03-11'}, {'reg': 'HL-8343', 'active': False, 'airlineName': 'EASTAR JET', 'registrationDate': '2018-12-12'}, {'reg': 'A6-FDM', 'active': False, 'hexIcao': '8962B8', 'airlineName': 'flydubai', 'registrationDate': '2010-12-16'}]"
UAL41_20180730,UAL41,UA41,aa44cd,N76062,B764,LIRF,EGPF,KEWR,EGPF,medical,diverted,unknown,,,,,9455,True,29457,AA44CD,United Airlines,764,B764,B764,B767-424ER,242.0,2002-03-12,2002-03-12,2002-03-22,2011-07-20,Boeing 767-400,2.0,Jet,False,Boeing 767,22.7,True,2,"[{'reg': 'N76062', 'active': True, 'hexIcao': 'AA44CD', 'airlineName': 'United Airlines', 'registrationDate': '2011-07-20'}, {'reg': 'N76062', 'active': False, 'hexIcao': 'AA44CD', 'airlineName': 'Continental Airlines', 'registrationDate': '2002-03-22'}]"
AAL484_20180731,AAL484,AA484,a031bd,N111US,A320,KOAK,KSFO,KDFW,KSFO,door,diverted,hold_to_reduce,,,,,837,True,1114,A031BD,American Airlines,320,A320,A320,320-214,150.0,1999-10-08,1999-10-08,1999-11-29,2015-04-08,Airbus A320,2.0,Jet,False,Airbus A320,25.1,True,2,"[{'reg': 'N111US', 'active': True, 'hexIcao': 'A031BD', 'airlineName': 'American Airlines', 'registrationDate': '2015-04-08'}, {'reg': 'N111US', 'active': False, 'hexIcao': 'A031BD', 'airlineName': 'US Airways', 'registrationDate': '1999-11-29'}]"
VLG63PR_20180802,VLG63PR,VY6224,342398,EC-JTR,A320,LIRF,LIRF,EGKK,LIRF,medical,return,unknown,,,,,8213,True,2798,342398,Vueling,320,A320,A320,320-214,180.0,2006-05-24,2006-05-29,2006-06-26,2006-06-26,Airbus A320,2.0,Jet,False,Airbus A320,18.5,True,1,"[{'reg': 'EC-JTR', 'active': True, 'hexIcao': '342398', 'airlineName': 'Vueling', 'registrationDate': '2006-06-26'}]"
CAP3238_20180804,CAP3238,,ad03a1,N938CP,C182,KRDU,KRDU,,,,,,,,,,152016,True,,AD03A1,Kabo Air,,,,,,,,,,Cessna 182,,,False,,,False,1,"[{'reg': 'N938CP', 'active': True, 'hexIcao': 'AD03A1', 'airlineName': 'Kabo Air'}]"
WJA211_20180804,WJA211,WS211,c07eda,C-GWAZ,B737,CYEG,CYVR,CYVR,,,,,,,,,11849,True,32763,C07EDA,WestJet,73G,B737,B737,B737-7CT,130.0,2004-06-07,2004-06-07,2004-06-18,2004-06-18,Boeing 737-700,2.0,Jet,False,Boeing 737 NG,20.5,True,1,"[{'reg': 'C-GWAZ', 'active': True, 'hexIcao': 'C07EDA', 'airlineName': 'WestJet', 'registrationDate': '2004-06-18'}]"
TVS1152_20180806,TVS1152,QS1152,508340,UR-CNP,B734,LKPR,LIPZ,LEMG,LIPZ,unclear,diverted,unknown,,,,,5893,False,23980,,YanAir,737,,B734,B737-4Y0,168.0,1989-01-28,1989-01-28,1989-01-28,2019-12-17,Boeing 737,2.0,Jet,False,Boeing 737,35.8,True,22,"[{'reg': 'EK-FAB', 'active': True, 'hexIcao': '600053', 'airlineName': 'YanAir', 'registrationDate': '2022-01-05'}, {'reg': 'EK-FAB', 'active': False, 'airlineName': 'Fly Armenia Airways', 'registrationDate': '2020-11-26'}, {'reg': 'UR-CNP', 'active': False, 'airlineName': 'YanAir', 'registrationDate': '2019-12-17'}, {'reg': 'UR-CNP', 'active': False, 'airlineName': 'Eritrean Airlines', 'registrationDate': '2019-11-27'}, {'reg': 'UR-CNP', 'active': False, 'airlineName': 'YanAir', 'registrationDate': '2019-09-30'}, {'reg': 'UR-CNP', 'active': False, 'airlineName': 'SmartWings', 'registrationDate': '2019-06-01'}, {'reg': 'UR-CNP', 'active': False, 'airlineName': 'YanAir', 'registrationDate': '2018-09-15'}, {'reg': 'UR-CNP', 'active': False, 'airlineName': 'SmartWings', 'registrationDate': '2018-07-27'}, {'reg': 'UR-CNP', 'active': False, 'hexIcao': '508340', 'airlineName': 'YanAir', 'registrationDate': '2015-02-11'}, {'reg': 'EY-538', 'active': False, 'airlineName': 'East Air', 'registrationDate': '2013-08-14'}, {'reg': 'EY-538', 'active': False, 'airlineName': 'Eastok Avia', 'registrationDate': '2010-01-23'}, {'reg': 'EY-538', 'active': False, 'airlineName': 'Pamir Air', 'registrationDate': '2009-08-01'}, {'reg': 'EY-538', 'active': False, 'airlineName': 'Skylink Aviation', 'registrationDate': '2008-11-01'}, {'reg': 'EY-538', 'active': False, 'airlineName': 'East Air', 'registrationDate': '2008-10-29'}, {'reg': 'PK-KKS', 'active': False, 'airlineName': 'AdamAir', 'registrationDate': '2006-01-14'}, {'reg': 'TF-ELZ', 'active': False, 'airlineName': 'Islandsflug', 'registrationDate': '2004-05-25'}, {'reg': 'OO-VJO', 'active': False, 'airlineName': 'Sobelair', 'registrationDate': '2003-05-16'}, {'reg': 'OO-VJO', 'active': False, 'airlineName': 'Virgin Samoa', 'registrationDate': '2002-05-08'}, {'reg': 'VH-VGD', 'active': False, 'airlineName': 'Virgin Samoa', 'registrationDate': '2000-12-01'}, {'reg': 'OO-VJO', 'active': False, 'airlineName': 'Virgin Samoa', 'registrationDate': '1997-11-03'}, {'reg': 'F-GMJO', 'active': False, 'airlineName': 'Air Provence', 'registrationDate': '1997-03-15'}, {'reg': 'HL-7255', 'active': False, 'airlineName': 'Asiana Airlines', 'registrationDate': '1989-01-28'}]"
AAL43_20180808,AAL43,AA43,aae958,N802AN,B788,LIPZ,LFPG,KORD,LFPG,unclear,diverted,unknown,,,,,17368,True,40620,AAE958,American Airlines,788,B788,B788,B787-8,234.0,2015-02-20,2015-02-20,2015-05-14,2015-05-14,Boeing 787-8,2.0,Jet,False,Boeing 787,9.8,True,1,"[{'reg': 'N802AN', 'active': True, 'hexIcao': 'AAE958', 'airlineName': 'American Airlines', 'registrationDate': '2015-05-14'}]"
CAL5321_20180808,CAL5321,CI5321,89911d,B-18709,B744,KJFK,,PANC,,,,,,,,,10725,False,30766,89911D,China Airlines,744,B744,B744,747-409F,,2002-01-04,2002-01-04,2002-02-04,2002-02-04,Boeing 747-400,4.0,Jet,True,Boeing 747,22.9,True,3,"[{'reg': 'N438GT', 'active': True, 'hexIcao': 'A5417E', 'airlineName': 'Atlas Air', 'registrationDate': '2024-05-28'}, {'reg': 'N766JT', 'active': False, 'hexIcao': 'AA58AC', 'airlineName': 'Atlas Air', 'registrationDate': '2024-05-18'}, {'reg': 'B-18709', 'active': False, 'hexIcao': '89911D', 'airlineName': 'China Airlines', 'registrationDate': '2002-02-04'}]"
VOI959_20180809,VOI959,Y4959,0d0932,XA-VLL,A320,KSAT,,MMGL,,,,,,,,,25102,True,6778,0D0932,Volaris,320,A320,A320,320-233,,2015-09-14,2015-09-14,2015-09-23,2015-09-23,Airbus A320,2.0,Jet,False,Airbus A320,9.2,True,1,"[{'reg': 'XA-VLL', 'active': True, 'hexIcao': '0D0932', 'airlineName': 'Volaris', 'registrationDate': '2015-09-23'}]"
SHT14P_20180811,SHT14P,BA1455,400afc,G-EUXD,A321,EGPH,EGLL,EGLL,,unclear,planned,unknown,,,,,5608,True,2320,400AFC,BA Cityflyer,321,A321,A321,321-231,218.0,2004-10-06,2004-10-06,2004-10-28,2023-03-21,Airbus A321,2.0,Jet,False,Airbus A321,20.1,True,2,"[{'reg': 'G-EUXD', 'active': True, 'hexIcao': '400AFC', 'airlineName': 'BA Cityflyer', 'registrationDate': '2023-03-21'}, {'reg': 'G-EUXD', 'active': False, 'hexIcao': '400AFC', 'airlineName': 'British Airways', 'registrationDate': '2004-10-28'}]"
UAL463_20180812,UAL463,UA463,a923a9,N68823,B739,KLGA,KORD,KORD,,,,,,,,,18821,True,42746,A923A9,United Airlines,739,B739,B739,B737-924ER,,2014-04-23,2014-04-23,2014-05-01,2014-05-01,Boeing 737-900,2.0,Jet,False,Boeing 737 NG,10.6,True,1,"[{'reg': 'N68823', 'active': True, 'hexIcao': 'A923A9', 'airlineName': 'United Airlines', 'registrationDate': '2014-05-01'}]"
UAL463_20180812,UAL463,UA463,a923a9,N68823,B739,KLGA,KORD,KORD,,,,,,,,,18821,True,42746,A923A9,United Airlines,739,B739,B739,B737-924ER,,2014-04-23,2014-04-23,2014-05-01,2014-05-01,Boeing 737-900,2.0,Jet,False,Boeing 737 NG,10.6,True,1,"[{'reg': 'N68823', 'active': True, 'hexIcao': 'A923A9', 'airlineName': 'United Airlines', 'registrationDate': '2014-05-01'}]"
BCS5706_20180814,BCS5706,QY5706,4070a7,G-DHKB,B752,LIME,LIME,LROP,LIME,unclear,return,unknown,4bc5c976,cabin_pressure,return,unknown,9319,False,29312,4070A7,DHL Air,757,B757,B752,B757-256PCF,,2000-09-28,2000-09-28,2000-10-10,2016-07-29,Boeing 757,2.0,Jet,True,Boeing 757,24.1,True,9,"[{'reg': 'OE-LNJ', 'active': True, 'hexIcao': '440BC6', 'airlineName': 'DHL Aviation EEMEA', 'registrationDate': '2021-11-02'}, {'reg': 'G-DHKB', 'active': False, 'hexIcao': '4070A7', 'airlineName': 'DHL Air', 'registrationDate': '2016-07-29'}, {'reg': 'TF-FIY', 'active': False, 'airlineName': 'Icelandair', 'registrationDate': '2011-04-28'}, {'reg': 'P2-ANB', 'active': False, 'airlineName': 'Air Niugini', 'registrationDate': '2008-12-18'}, {'reg': 'TF-FIY', 'active': False, 'airlineName': 'Icelandair', 'registrationDate': '2008-02-21'}, {'reg': 'TF-FIY', 'active': False, 'airlineName': 'Air Ghana', 'registrationDate': '2007-11-08'}, {'reg': 'TF-FIY', 'active': False, 'airlineName': 'Icelandair', 'registrationDate': '2007-07-10'}, {'reg': 'EC-HIV', 'active': False, 'airlineName': 'Audeli Air Express', 'registrationDate': '2006-07-31'}, {'reg': 'EC-HIV', 'active': False, 'airlineName': 'Iberia', 'registrationDate': '2000-10-10'}]"
AFR35MP_20180815,AFR35MP,AF1817,3991e6,F-HEPG,A320,EIDW,LFPG,LFPG,,engine,planned,unknown,,,,,22980,True,5802,3991E6,Air France,320,A320,A320,320-214,,2013-09-23,2013-09-23,2013-10-18,2013-10-18,Airbus A320,2.0,Jet,False,Airbus A320,11.2,True,1,"[{'reg': 'F-HEPG', 'active': True, 'hexIcao': '3991E6', 'airlineName': 'Air France', 'registrationDate': '2013-10-18'}]"
WJA454_20180815,WJA454,WS454,c0371f,C-FUWS,B737,CYVR,,CYEG,,,,,,,,,11851,True,32765,C0371F,WestJet,73G,B737,B737,B737-7CT,,2004-09-09,2004-09-09,2004-09-22,2004-09-22,Boeing 737-700,2.0,Jet,False,Boeing 737 NG,20.2,True,1,"[{'reg': 'C-FUWS', 'active': True, 'hexIcao': 'C0371F', 'airlineName': 'WestJet', 'registrationDate': '2004-09-22'}]"
