flight_id,callsign,number,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump,id,active,serial,hexIcao,airlineName,iataCodeShort,icaoCode,model,modelCode,numSeats,rolloutDate,firstFlightDate,deliveryDate,registrationDate,typeName,numEngines,engineType,isFreighter,productionLine,ageYears,verified,numRegistrations,registrations
ASQ4001_20190327,ASQ4001,UA4001,a0c7ce,N14993,E145,KCLE,KAVP,KLGA,KAVP,,,,,,,,183587,False,145289,A0C7CE,ExpressJet,ER4,E145,E135,145LR,,,,2000-07-13,2001-08-01,Embraer 145,2.0,Jet,False,Embraer ERJ145,24.4,True,3,"[{'reg': 'N958JX', 'active': True, 'hexIcao': 'AD533D', 'airlineName': 'JSX Air', 'registrationDate': '2023-06-13'}, {'reg': 'N14993', 'active': False, 'hexIcao': 'A0C7CE', 'airlineName': 'ExpressJet', 'registrationDate': '2001-08-01'}, {'reg': 'N14993', 'active': False, 'airlineName': 'Continental Express', 'registrationDate': '2000-07-13'}]"
ACA871_20190327,ACA871,AC871,c023bb,C-FNNU,B77W,LFPG,CYUL,CYUL,,,,,,,,,18989,True,43249,C023BB,Air Canada,773,B773,B773,B777-333ER,450.0,2013-11-21,2013-11-21,2013-12-19,2013-12-19,Boeing 777-300,2.0,Jet,False,Boeing 777,11.0,True,1,"[{'reg': 'C-FNNU', 'active': True, 'hexIcao': 'C023BB', 'airlineName': 'Air Canada', 'registrationDate': '2013-12-19'}]"
SWA206_20190327,SWA206,WN206,abb19c,N8523W,B738,KBNA,KDEN,KDEN,,,,,,,,,15007,True,36969,ABB19C,Southwest Airlines,738,B738,B738,B737-8H4,175.0,2017-01-30,2017-01-30,2017-02-10,2017-02-10,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,7.8,True,1,"[{'reg': 'N8523W', 'active': True, 'hexIcao': 'ABB19C', 'airlineName': 'Southwest Airlines', 'registrationDate': '2017-02-10'}]"
SWA2184_20190327,SWA2184,WN2184,a22839,N238WN,B737,KTPA,,KDEN,,,,,,,,,13267,True,34713,A22839,Southwest Airlines,73G,B737,B737,B737-7H4,143.0,2006-05-11,2006-05-11,2006-05-22,2006-05-22,Boeing 737-700,2.0,Jet,False,Boeing 737 NG,18.5,True,1,"[{'reg': 'N238WN', 'active': True, 'hexIcao': 'A22839', 'airlineName': 'Southwest Airlines', 'registrationDate': '2006-05-22'}]"
AZA352_20190329,AZA352,AZ352,4ca9de,EI-RDC,E75S,LIML,,LFPO,,unclear,unclear,unknown,,,,,3328,False,17000333,4CA9DE,Alitalia CityLiner,E75,E175,E175,175STD,88.0,,,2012-03-02,2012-03-02,Embraer 175,2.0,Jet,False,Embraer ERJ170,12.7,True,1,"[{'reg': 'EI-RDC', 'active': False, 'hexIcao': '4CA9DE', 'airlineName': 'Alitalia CityLiner', 'registrationDate': '2012-03-02'}]"
EXS918_20190329,EXS918,LS918,406735,G-LSAN,B752,GCTS,EGCC,EGCC,,unclear,planned,unknown,,,,,7361,False,26635,406735,Jet2,752,B752,B752,B757-2K2,235.0,1994-03-30,1994-03-30,1994-04-12,2012-05-06,Boeing 757-200,2.0,Jet,False,Boeing 757,30.6,True,7,"[{'reg': 'G-LSAN', 'active': False, 'hexIcao': '406735', 'airlineName': 'Jet2', 'registrationDate': '2012-05-06'}, {'reg': 'HC-CIY', 'active': False, 'airlineName': 'Aerogal', 'registrationDate': '2010-03-24'}, {'reg': 'N635AV', 'active': False, 'airlineName': 'Avianca', 'registrationDate': '2008-10-17'}, {'reg': 'PR-ONF', 'active': False, 'airlineName': 'Oceanair', 'registrationDate': '2007-12-03'}, {'reg': 'F-HAXY', 'active': False, 'airlineName': 'Axis Lines', 'registrationDate': '2005-02-13'}, {'reg': 'N512TZ', 'active': False, 'airlineName': 'ATA Airlines', 'registrationDate': '2003-11-17'}, {'reg': 'PH-TKC', 'active': False, 'airlineName': 'Transavia', 'registrationDate': '1994-04-12'}]"
VIR76X_20190330,VIR76X,VS76,400678,G-VAST,B744,KMCO,EGCC,EGCC,,unclear,planned,unknown,,,,,8824,False,28757,400678,Virgin Atlantic,744,B744,B744,B747-41R,455.0,1997-06-05,1997-06-05,1997-06-17,1997-06-17,Boeing 747-400,4.0,Jet,False,Boeing 747,27.5,True,1,"[{'reg': 'G-VAST', 'active': False, 'hexIcao': '400678', 'airlineName': 'Virgin Atlantic', 'registrationDate': '1997-06-17'}]"
EWG14V_20190330,EWG14V,EW7533,3c56f3,D-AEWS,A320,GCTS,EDDH,EDDH,LFPG,unclear,diverted,unknown,,,,,25925,True,7439,3C56F3,Eurowings,320,A320,A320,320-214,180.0,2016-11-30,2016-11-30,2016-12-14,2016-12-14,Airbus A320,2.0,Jet,False,Airbus A320,8.0,True,1,"[{'reg': 'D-AEWS', 'active': True, 'hexIcao': '3C56F3', 'airlineName': 'Eurowings', 'registrationDate': '2016-12-14'}]"
DAL7_20190330,DAL7,DL7,ab398a,N822NW,A333,KLAX,,RJTT,,,,,,,,,2984,True,1627,AB398A,Delta Air Lines,330,A330,A333,330-302,293.0,2015-04-24,2015-04-24,2015-05-27,2015-05-29,Airbus A330,2.0,Jet,False,Airbus A330,9.6,True,1,"[{'reg': 'N822NW', 'active': True, 'hexIcao': 'AB398A', 'airlineName': 'Delta Air Lines', 'registrationDate': '2015-05-29'}]"
DAL880_20190330,DAL880,DL880,acd883,N927DN,MD90,KATL,KROC,KROC,,,,,,,,,21922,False,53589,ACD883,Delta Air Lines,M90,MD90,MD90,MD-90-30,158.0,,,1999-03-26,2010-07-01,McDonnell Douglas MD-90,2.0,Jet,False,McDonnell Douglas MD-90,25.7,True,2,"[{'reg': 'N927DN', 'active': False, 'hexIcao': 'ACD883', 'airlineName': 'Delta Air Lines', 'registrationDate': '2010-07-01'}, {'reg': 'B-2269', 'active': False, 'airlineName': 'China Eastern Airlines', 'registrationDate': '1999-03-26'}]"
UAL2745_20190401,UAL2745,UA2745,a3c3e6,N34137,B752,EIDW,EIDW,KIAD,EIDW,operational_issue,return,unknown,,,,,10215,True,30229,A3C3E6,United Airlines,752,B752,B752,B757-224,169.0,1999-11-09,1999-11-09,1999-11-29,2010-12-06,Boeing 757-200,2.0,Jet,False,Boeing 757,25.0,True,2,"[{'reg': 'N34137', 'active': True, 'hexIcao': 'A3C3E6', 'airlineName': 'United Airlines', 'registrationDate': '2010-12-06'}, {'reg': 'N34137', 'active': False, 'hexIcao': 'A3C3E6', 'airlineName': 'Continental Airlines', 'registrationDate': '1999-11-29'}]"
SWA2252_20190402,SWA2252,WN2252,a737c7,N564WN,B737,KAUS,,KATL,,,,,,,,,10234,True,30244,A737C7,Southwest Airlines,73G,B737,B737,B737-73V,143.0,2002-05-21,2002-05-21,2002-06-06,2014-07-25,Boeing 737-700,2.0,Jet,False,Boeing 737 NG,22.5,True,5,"[{'reg': 'N564WN', 'active': True, 'hexIcao': 'A737C7', 'airlineName': 'Southwest Airlines', 'registrationDate': '2014-07-25'}, {'reg': 'C-FENJ', 'active': False, 'airlineName': 'Enerjet', 'registrationDate': '2012-05-03'}, {'reg': 'HK-4641', 'active': False, 'airlineName': 'LAN Colombia', 'registrationDate': '2011-12-05'}, {'reg': 'HK-4641', 'active': False, 'airlineName': 'AIRES Colombia', 'registrationDate': '2009-07-08'}, {'reg': 'G-EZJO', 'active': False, 'airlineName': 'easyJet', 'registrationDate': '2002-06-06'}]"
LXJ541_20190402,LXJ541,,a6dc36,N541FX,CL30,,,,,,,,,,,,4850,True,20211,A6DC36,Flexjet,,,Challenger 300,CL30,,,,2008-10-22,2008-09-11,Challenger 300,,,False,,16.1,False,1,"[{'reg': 'N541FX', 'active': True, 'hexIcao': 'A6DC36', 'airlineName': 'Flexjet', 'registrationDate': '2008-09-11'}]"
DLH88E_20190404,DLH88E,LH1792,3c6483,D-AIDC,A321,EDDM,,LPPT,LFBO,unclear,diverted,unknown,,,,,19901,True,4560,3C6483,Lufthansa,321,A321,A321,321-231,205.0,2011-01-05,2011-01-05,2011-01-14,2011-01-14,Airbus A321,2.0,Jet,False,Airbus A321,13.9,True,1,"[{'reg': 'D-AIDC', 'active': True, 'hexIcao': '3C6483', 'airlineName': 'Lufthansa', 'registrationDate': '2011-01-14'}]"
EWG592_20190405,EWG592,EW592,3c49b6,D-ABMV,B738,EDDK,EDDK,LEPA,EDDK,unclear,return,unknown,4c64e832,landing_gear,return,unknown,15539,True,37785,3C49B6,TUIfly,738,B738,B738,B737-86J,189.0,2013-11-15,2013-11-15,2013-11-26,2016-02-26,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,11.0,True,2,"[{'reg': 'D-ABMV', 'active': True, 'hexIcao': '3C49B6', 'airlineName': 'TUIfly', 'registrationDate': '2016-02-26'}, {'reg': 'D-ABMV', 'active': False, 'hexIcao': '3C49B6', 'airlineName': 'Air Berlin', 'registrationDate': '2013-11-26'}]"
SKW3885_20190406,SKW3885,DL3885,a26bb8,N255SY,E75L,KSLC,KLGB,KLGB,,,,,,,,,30273,True,17000622,A26BB8,SkyWest Airlines,E75,E175,E175,175LR,76.0,2016-11-30,,,2016-12-15,Embraer 175,2.0,Jet,False,Embraer ERJ170,8.0,True,1,"[{'reg': 'N255SY', 'active': True, 'hexIcao': 'A26BB8', 'airlineName': 'SkyWest Airlines', 'registrationDate': '2016-12-15'}]"
SKW3885_20190406,SKW3885,DL3885,a26bb8,N255SY,E75L,KSLC,KLGB,KLGB,,,,,,,,,30273,True,17000622,A26BB8,SkyWest Airlines,E75,E175,E175,175LR,76.0,2016-11-30,,,2016-12-15,Embraer 175,2.0,Jet,False,Embraer ERJ170,8.0,True,1,"[{'reg': 'N255SY', 'active': True, 'hexIcao': 'A26BB8', 'airlineName': 'SkyWest Airlines', 'registrationDate': '2016-12-15'}]"
BAW81V_20190407,BAW81V,BA194,40073f,G-BYGG,B744,KIAH,EGLL,EGLL,,unclear,unclear,unknown,,,,,8936,False,28859,40073F,British Airways,744,B744,B744,B747-436,275.0,1999-04-16,1999-04-16,1999-04-29,1999-04-29,Boeing 747-400,4.0,Jet,False,Boeing 747,25.6,True,1,"[{'reg': 'G-BYGG', 'active': False, 'hexIcao': '40073F', 'airlineName': 'British Airways', 'registrationDate': '1999-04-29'}]"
DLH506_20190408,DLH506,LH506,3c4b35,D-ABYU,B748,EDDF,EDDF,SBGR,EDDF,smoke_burn_smell_flames,return,fueldump,4c677b39,smoke_burn_smell_flames,return,unknown,15598,True,37845,3C4B35,Lufthansa,747,B747,B748,B747-830,364.0,2015-03-05,2015-03-05,2015-04-30,2015-04-30,Boeing 747,4.0,Jet,False,Boeing 747,9.7,True,1,"[{'reg': 'D-ABYU', 'active': True, 'hexIcao': '3C4B35', 'airlineName': 'Lufthansa', 'registrationDate': '2015-04-30'}]"
DLH404_20190408,DLH404,LH404,3c4b31,D-ABYQ,B748,EDDF,KJFK,KJFK,,,,,,,,,15593,False,21591,3C4B31,Lufthansa,747,B747,B742,B747-230B,364.0,1978-12-01,2014-07-17,2014-08-29,1978-12-13,Boeing 747,4.0,Jet,False,Boeing 747,46.0,True,1,"[{'reg': 'D-ABYQ', 'active': False, 'hexIcao': '3C4B31', 'airlineName': 'Lufthansa', 'registrationDate': '1978-12-13'}]"
SKW3882_20190410,SKW3882,DL3882,ab24f7,N817SK,CRJ9,KATL,,KTLH,,,,,,,,,1747334,True,15107,AB24F7,SkyWest Airlines,CR9,CRJ9,CRJ9,CRJ-900LR,70.0,,,2007-03-22,2007-03-22,Canadair CRJ 900,2.0,Jet,False,Canadair CRJ 900,17.7,True,1,"[{'reg': 'N817SK', 'active': True, 'hexIcao': 'AB24F7', 'airlineName': 'SkyWest Airlines', 'registrationDate': '2007-03-22'}]"
DAL2031_20190410,DAL2031,DL2031,acdc3a,N928DN,MD90,KATL,KMKE,KMKE,,,,,,,,,21924,False,53590,ACDC3A,Delta Air Lines,M90,MD90,MD90,MD-90-30,,,,1999-04-01,2010-06-07,McDonnell Douglas MD-90,2.0,Jet,False,McDonnell Douglas MD-90,25.6,True,2,"[{'reg': 'N928DN', 'active': False, 'hexIcao': 'ACDC3A', 'airlineName': 'Delta Air Lines', 'registrationDate': '2010-06-07'}, {'reg': 'B-2270', 'active': False, 'airlineName': 'China Eastern Airlines', 'registrationDate': '1999-03-31'}]"
BAW265N_20190411,BAW265N,BA2652,400d5a,G-DBCG,A319,EGKK,EBBR,LOWS,EBBR,smoke_burn_smell_flames,diverted,unknown,,,,,7471,True,2694,400D5A,British Airways,31W,A319,A319,319-131,144.0,2006-02-10,2006-02-10,2006-02-21,2012-07-11,Airbus A319,2.0,Jet,False,Airbus A319,18.8,True,2,"[{'reg': 'G-DBCG', 'active': True, 'hexIcao': '400D5A', 'airlineName': 'British Airways', 'registrationDate': '2012-07-11'}, {'reg': 'G-DBCG', 'active': False, 'hexIcao': '400D5A', 'airlineName': 'bmi British Midland', 'registrationDate': '2006-02-22'}]"
LOF4667_20190413,LOF4667,UA4667,a11fe7,N17146,E45X,KORD,KSDF,KSDF,,,,,,,,,1751115,True,145746,A11FE7,CommutAir,ER4,E145,E145,145XR,,,,,2020-11-16,Embraer 145,2.0,Jet,False,Embraer ERJ145,,True,2,"[{'reg': 'N17146', 'active': True, 'hexIcao': 'A11FE7', 'airlineName': 'CommutAir', 'registrationDate': '2020-11-16'}, {'reg': 'N17146', 'active': False, 'airlineName': 'ExpressJet', 'registrationDate': '2003-08-25'}]"
FIN6EN_20190413,FIN6EN,AY1361,461f36,OH-LVI,A319,EFHK,ESSA,EGCC,EFHK,cabin_pressure,diverted,unknown,4c6a625f,cabin_pressure,diverted,unknown,1709,True,1364,461F36,Finnair,31W,A319,A319,319-112,144.0,2000-10-24,2000-10-24,2000-11-30,2003-03-26,Airbus A319,2.0,Jet,False,Airbus A319,24.1,True,2,"[{'reg': 'OH-LVI', 'active': True, 'hexIcao': '461F36', 'airlineName': 'Finnair', 'registrationDate': '2003-03-26'}, {'reg': 'OO-SSL', 'active': False, 'hexIcao': '44CE6C', 'airlineName': 'Sabena', 'registrationDate': '2000-11-30'}]"
DAL1644_20190414,DAL1644,DL1644,abd2e6,N861DN,B739,KSLC,KLAS,KLAS,,,,,,,,,11307,True,31973,ABD2E6,Delta Air Lines,737,,B739,B737-932ER,,2016-06-28,2016-06-28,2016-07-09,2016-07-08,Boeing 737,2.0,Jet,False,Boeing 737,8.4,True,1,"[{'reg': 'N861DN', 'active': True, 'hexIcao': 'ABD2E6', 'airlineName': 'Delta Air Lines', 'registrationDate': '2016-07-08'}]"
DAL1644_20190414,DAL1644,DL1644,abd2e6,N861DN,B739,KSLC,KLAS,KLAS,,,,,,,,,11307,True,31973,ABD2E6,Delta Air Lines,737,,B739,B737-932ER,,2016-06-28,2016-06-28,2016-07-09,2016-07-08,Boeing 737,2.0,Jet,False,Boeing 737,8.4,True,1,"[{'reg': 'N861DN', 'active': True, 'hexIcao': 'ABD2E6', 'airlineName': 'Delta Air Lines', 'registrationDate': '2016-07-08'}]"
DAL1644_20190414,DAL1644,DL1644,abd2e6,N861DN,B739,KSLC,KLAS,KLAS,,,,,,,,,11307,True,31973,ABD2E6,Delta Air Lines,737,,B739,B737-932ER,,2016-06-28,2016-06-28,2016-07-09,2016-07-08,Boeing 737,2.0,Jet,False,Boeing 737,8.4,True,1,"[{'reg': 'N861DN', 'active': True, 'hexIcao': 'ABD2E6', 'airlineName': 'Delta Air Lines', 'registrationDate': '2016-07-08'}]"
DAL1644_20190414,DAL1644,DL1644,abd2e6,N861DN,B739,KSLC,KLAS,KLAS,,,,,,,,,11307,True,31973,ABD2E6,Delta Air Lines,737,,B739,B737-932ER,,2016-06-28,2016-06-28,2016-07-09,2016-07-08,Boeing 737,2.0,Jet,False,Boeing 737,8.4,True,1,"[{'reg': 'N861DN', 'active': True, 'hexIcao': 'ABD2E6', 'airlineName': 'Delta Air Lines', 'registrationDate': '2016-07-08'}]"
AMX026_20190415,AMX026,AM26,0d0a9b,XA-ADH,B789,EHAM,EHAM,MMMX,EHAM,technical,return,hold_to_reduce,4c6d2f8c,instrument,return,unknown,19449,True,44427,0D0A9B,Aeromexico,789,B789,B789,B787-9,274.0,2018-01-03,2018-01-03,2018-01-16,2018-01-16,Boeing 787-9,2.0,Jet,False,Boeing 787,6.9,True,1,"[{'reg': 'XA-ADH', 'active': True, 'hexIcao': '0D0A9B', 'airlineName': 'Aeromexico', 'registrationDate': '2018-01-16'}]"
AAL1630_20190415,AAL1630,AA1630,a00df9,N102UW,A320,KATL,,KDFW,,,,,,,,,30662,True,844,A00DF9,American Airlines,320,A320,A320,320-214,150.0,1998-06-10,,,2015-04-08,Airbus A320,2.0,Jet,False,Airbus A320,26.5,True,2,"[{'reg': 'N102UW', 'active': True, 'hexIcao': 'A00DF9', 'airlineName': 'American Airlines', 'registrationDate': '2015-04-08'}, {'reg': 'N102UW', 'active': False, 'hexIcao': 'A00DF9', 'airlineName': 'US Airways', 'registrationDate': '1999-05-19'}]"
FFT1072_20190417,FFT1072,F91072,a3965c,N330FR,A20N,KMCO,,KDTW,,,,,,,,,27001,True,8219,A3965C,Frontier Airlines,32A,A320,A20N,320-251N,186.0,2018-04-13,2018-04-13,2018-04-24,2018-04-23,Airbus A320 (Sharklets),2.0,Jet,False,Airbus A320,6.6,True,1,"[{'reg': 'N330FR', 'active': True, 'hexIcao': 'A3965C', 'airlineName': 'Frontier Airlines', 'registrationDate': '2018-04-23'}]"
UAL1028_20190418,UAL1028,UA1028,ac5d61,N896UA,A319,KIAH,MMMX,MMMX,,,,,,,,,11081,True,3144,AC5D61,United Airlines,32D,A319,A319,319-132,122.0,2007-05-30,2007-05-30,2007-06-13,2017-08-26,Airbus A319,2.0,Jet,False,Airbus A319,17.5,True,2,"[{'reg': 'N896UA', 'active': True, 'hexIcao': 'AC5D61', 'airlineName': 'United Airlines', 'registrationDate': '2017-08-26'}, {'reg': 'B-6239', 'active': False, 'airlineName': 'China Southern Airlines', 'registrationDate': '2007-06-13'}]"
UAE9964_20190419,UAE9964,EK9964,89616f,A6-EFI,B77L,KORD,,EBBR,,,,,,,,,14027,True,35609,89616F,Emirates,772,B772,B777,B777-F1H,,2012-11-07,2012-11-07,2012-11-29,2012-11-29,Boeing 777-200,2.0,Jet,False,Boeing 777,12.0,True,1,"[{'reg': 'A6-EFI', 'active': True, 'hexIcao': '89616F', 'airlineName': 'Emirates', 'registrationDate': '2012-11-29'}]"
BAW102_20190419,BAW102,BA102,406890,G-ZBJC,B788,CYYC,EGLL,EGLL,,medical,planned,unknown,,,,,16064,True,38611,406890,British Airways,788,B788,B788,B787-8,214.0,2013-08-15,2013-08-15,2013-09-02,2013-09-02,Boeing 787-8,2.0,Jet,False,Boeing 787,11.3,True,1,"[{'reg': 'G-ZBJC', 'active': True, 'hexIcao': '406890', 'airlineName': 'British Airways', 'registrationDate': '2013-09-02'}]"
TAM3312_20190419,TAM3312,LA3312,e491b0,PT-XPF,A321,SBGR,SBFZ,SBFZ,,,,,,,,,89587,True,6670,E491B0,LATAM Brasil,321,A321,A321,321-211,220.0,2015-07-01,,,2016-05-05,Airbus A321,2.0,Jet,False,Airbus A321,9.4,True,2,"[{'reg': 'PT-XPF', 'active': True, 'hexIcao': 'E491B0', 'airlineName': 'LATAM Brasil', 'registrationDate': '2016-05-05'}, {'reg': 'PT-XPF', 'active': False, 'hexIcao': 'E491B0', 'airlineName': 'LATAM Brasil', 'registrationDate': '2015-07-09'}]"
NDU575_20190419,NDU575,,a7622c,N575ND,C172,KIWA,KIWA,KIWA,,,,,,,,,73688,True,,A7622C,Unknown/Private owner,,,,,,,,,,Cessna 172,,,False,,,False,1,"[{'reg': 'N575ND', 'active': True, 'hexIcao': 'A7622C', 'airlineName': 'Unknown/Private owner'}]"
TAM3167_20190420,TAM3167,LA3167,e49206,PT-XPJ,A321,SBSG,,SBGR,,,,,,,,,56017,True,6798,E49206,LATAM Brasil,321,A321,A321,321-211,220.0,2015-10-06,,,2016-05-05,Airbus A321,2.0,Jet,False,Airbus A321,9.1,True,2,"[{'reg': 'PT-XPJ', 'active': True, 'hexIcao': 'E49206', 'airlineName': 'LATAM Brasil', 'registrationDate': '2016-05-05'}, {'reg': 'PT-XPJ', 'active': False, 'hexIcao': 'E49206', 'airlineName': 'LATAM Brasil', 'registrationDate': '2015-10-21'}]"
BAW17V_20190421,BAW17V,BA218,40054d,G-CIVA,B744,KDEN,EGLL,EGLL,,medical,planned,unknown,,,,,7573,False,27092,40054D,British Airways,744,B744,B744,B747-436,337.0,1993-03-10,1993-03-10,1993-03-22,1993-03-22,Boeing 747-400,4.0,Jet,False,Boeing 747,31.7,True,1,"[{'reg': 'G-CIVA', 'active': False, 'hexIcao': '40054D', 'airlineName': 'British Airways', 'registrationDate': '1993-03-22'}]"
AAL90_20190421,AAL90,AA90,aaf0c6,N804AN,B788,KORD,,EGLL,,,,,,,,,17370,True,40622,AAF0C6,American Airlines,788,B788,B788,B787-8,234.0,2015-04-12,2015-04-12,2015-04-24,2015-04-23,Boeing 787-8,2.0,Jet,False,Boeing 787,9.6,True,1,"[{'reg': 'N804AN', 'active': True, 'hexIcao': 'AAF0C6', 'airlineName': 'American Airlines', 'registrationDate': '2015-04-23'}]"
AAL90_20190421,AAL90,AA90,aaf0c6,N804AN,B788,KORD,,EGLL,,,,,,,,,17370,True,40622,AAF0C6,American Airlines,788,B788,B788,B787-8,234.0,2015-04-12,2015-04-12,2015-04-24,2015-04-23,Boeing 787-8,2.0,Jet,False,Boeing 787,9.6,True,1,"[{'reg': 'N804AN', 'active': True, 'hexIcao': 'AAF0C6', 'airlineName': 'American Airlines', 'registrationDate': '2015-04-23'}]"
SWA5401_20190421,SWA5401,WN5401,a196c8,N201LV,B737,KPHX,KSMF,KSMF,,,,,,,,,9855,True,29854,A196C8,Southwest Airlines,73G,B737,B737,B737-7H4,,2005-02-03,2005-02-03,2005-02-16,2005-02-16,Boeing 737-700,2.0,Jet,False,Boeing 737 NG,19.8,True,1,"[{'reg': 'N201LV', 'active': True, 'hexIcao': 'A196C8', 'airlineName': 'Southwest Airlines', 'registrationDate': '2005-02-16'}]"
SWA2593_20190421,SWA2593,WN2593,ad21bc,N945WN,B737,,KBWI,,,,,,,,,,14733,True,36660,AD21BC,Southwest Airlines,73G,B737,B737,B737-7H4,143.0,2010-03-18,2010-03-18,2010-03-31,2010-04-01,Boeing 737-700,2.0,Jet,False,Boeing 737 NG,14.7,True,1,"[{'reg': 'N945WN', 'active': True, 'hexIcao': 'AD21BC', 'airlineName': 'Southwest Airlines', 'registrationDate': '2010-04-01'}]"
AFR459_20190423,AFR459,AF459,3949ef,F-GSPP,B772,SBGR,,LFPG,,,,,,,,,10564,True,30615,3949EF,Air France,772,B772,B772,B777-228ER,312.0,2001-02-20,2001-02-20,2001-02-28,2001-02-28,Boeing 777-200,2.0,Jet,False,Boeing 777,23.8,True,1,"[{'reg': 'F-GSPP', 'active': True, 'hexIcao': '3949EF', 'airlineName': 'Air France', 'registrationDate': '2001-02-28'}]"
AFR459_20190423,AFR459,AF459,3949ef,F-GSPP,B772,SBGR,,LFPG,,,,,,,,,10564,True,30615,3949EF,Air France,772,B772,B772,B777-228ER,312.0,2001-02-20,2001-02-20,2001-02-28,2001-02-28,Boeing 777-200,2.0,Jet,False,Boeing 777,23.8,True,1,"[{'reg': 'F-GSPP', 'active': True, 'hexIcao': '3949EF', 'airlineName': 'Air France', 'registrationDate': '2001-02-28'}]"
ENY3351_20190423,ENY3351,MQ3351,a8d2a8,N668HH,E145,KORD,KATW,KATW,,,,,,,,,2320,False,145785,A8D2A8,Envoy Air,ER4,E145,E135,145LR,,,,2004-02-18,2014-04-15,Embraer 145,2.0,Jet,False,Embraer ERJ145,20.8,True,2,"[{'reg': 'N668HH', 'active': False, 'hexIcao': 'A8D2A8', 'airlineName': 'Envoy Air', 'registrationDate': '2014-04-15'}, {'reg': 'N668HH', 'active': False, 'hexIcao': 'A8D2A8', 'airlineName': 'American Falcon', 'registrationDate': '2004-02-18'}]"
OAE351_20190423,OAE351,OY351,a45199,N378AX,B763,,KBFI,,,,,,,,,,8321,True,28147,A45199,Omni Air International,763,B763,B763,B767-33AER,276.0,1996-04-16,1996-04-16,1996-04-30,2009-10-14,Boeing 767-300,2.0,Jet,False,Boeing 767,28.6,True,3,"[{'reg': 'N378AX', 'active': True, 'hexIcao': 'A45199', 'airlineName': 'Omni Air International', 'registrationDate': '2009-10-14'}, {'reg': 'I-DEIL', 'active': False, 'airlineName': 'Alitalia', 'registrationDate': '1997-04-30'}, {'reg': 'G-OITL', 'active': False, 'airlineName': 'Alitalia', 'registrationDate': '1996-04-30'}]"
TUI6AG_20190424,TUI6AG,X32258,3c0ca7,D-ATUO,B738,EDDF,LFPG,GCLP,LFPG,technical,diverted,unknown,4c72676b,smoke_burn_smell_flames,diverted,unknown,18179,True,41661,3C0CA7,TUIfly,738,B738,B738,B737-8K5,189.0,2015-02-13,2015-02-13,2015-02-24,2020-04-01,Boeing 737-800,2.0,Jet,False,Boeing 737 NG,9.8,True,3,"[{'reg': 'D-ATUO', 'active': True, 'hexIcao': '3C0CA7', 'airlineName': 'TUIfly', 'registrationDate': '2020-04-01'}, {'reg': 'C-GTUO', 'active': False, 'hexIcao': 'C078EB', 'airlineName': 'Sunwing', 'registrationDate': '2019-12-09'}, {'reg': 'D-ATUO', 'active': False, 'hexIcao': '3C0CA7', 'airlineName': 'TUIfly', 'registrationDate': '2015-02-24'}]"
EZY95JK_20190424,EZY95JK,U27157,40690d,G-EZWL,A320,EGGP,EGCC,GCRR,EGCC,hydraulics,diverted,unknown,,,,,22839,True,5702,40690D,easyJet,32A,A320,A320,320-214,186.0,2013-07-05,2013-07-05,2013-07-11,2013-07-11,Airbus A320 (Sharklets),2.0,Jet,False,Airbus A320,11.4,True,1,"[{'reg': 'G-EZWL', 'active': True, 'hexIcao': '40690D', 'airlineName': 'easyJet', 'registrationDate': '2013-07-11'}]"
FDX5190_20190426,FDX5190,FX5190,ad0799,N939FD,B752,LFPG,EHAM,ESSA,EHAM,unclear,planned,unknown,4c731267,cabin_pressure,diverted,unknown,6175,True,24528,AD0799,FedEx - Federal Express,752,B752,B752,B757-23ASF,,1989-09-21,1989-09-21,1989-10-06,2011-10-20,Boeing 757-200,2.0,Jet,True,Boeing 757,35.2,True,11,"[{'reg': 'N939FD', 'active': True, 'hexIcao': 'AD0799', 'airlineName': 'FedEx - Federal Express', 'registrationDate': '2011-10-20'}, {'reg': 'N549AX', 'active': False, 'airlineName': 'Omni Air International', 'registrationDate': '2004-08-01'}, {'reg': 'XU-123', 'active': False, 'airlineName': 'Orient Thai Airlines', 'registrationDate': '2003-10-29'}, {'reg': 'G-CCMY', 'active': False, 'airlineName': 'My Indo Airlines', 'registrationDate': '2002-05-16'}, {'reg': 'G-OBWS', 'active': False, 'airlineName': 'British Airways Shuttle', 'registrationDate': '2001-05-10'}, {'reg': 'PH-AHP', 'active': False, 'airlineName': 'Transavia', 'registrationDate': '2000-04-22'}, {'reg': 'PH-AHP', 'active': False, 'airlineName': 'Air Holland', 'registrationDate': '1999-04-09'}, {'reg': 'G-BXOL', 'active': False, 'airlineName': 'Britannia Airways', 'registrationDate': '1997-11-26'}, {'reg': 'SE-DSM', 'active': False, 'airlineName': 'Sunways Airlines', 'registrationDate': '1996-03-11'}, {'reg': 'OO-ILI', 'active': False, 'airlineName': 'Icelandair', 'registrationDate': '1996-01-08'}, {'reg': 'OO-ILI', 'active': False, 'airlineName': 'Air Belgium', 'registrationDate': '1989-10-06'}]"
